id,sub_category,branch,name,description,module_type,exclusive_ids,hybrids,timePeriod,module_content_type,module_type_index,image_url,price,bonus,penalty,specialFunctions,blockIds,enableIds,comboBonusIds,authorshipPercent
110,Legislative Initiative,Legilsative/ Parliamentary Amendments,Löggjafarfrumkvæði: Þjóðhöfðingi,Forseti hefur rétt til að leggja fram frumvarp til laga á þingi og ber þinginu þá að fjalla um frumvarpið og greiða atkvæði um það.,Simple,,,Early Modern,Legislative/Parliamentary,1,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/48.png,5,"High Authority, High law and order, High Independence, Low Progressivism","High Collectivism, High Progressivism",,,,,2
 ,Legislative Initiative,Legilsative/ Parliamentary Amendments,Löggjafarfrumkvæði: Borgarasamtök,Frjáls félagasamtök hafa rétt til að leggja fram tillögu um lagafrumvörp á þingi. Þinginu ber að fjalla um slík frumvörp og greiða atkvæði um þau.,Simple,,,Futurist,Legislative/Parliamentary,1,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/9.png,3,"Low Independence, High Progressivism","High Independence, High Liberty",,,,,2
112,,Legilsative/ Parliamentary Amendments,Dómsvald: Þingið,Þingið hefur yfirráð yfir dómsvaldinu og getur takmarkað það. Dómar eru háðir þvi að þingið felli þá ekki úr gildi.,Simple,,,Early Modern,Legislative/Parliamentary,1,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/49.png,10,"High Authority, High Collectivism","High Progressivism, High Liberty",,,,,3
113,,Legilsative/ Parliamentary Amendments,Eftirlit með framkvæmdavaldi: Þingið,Þingið skipar uboðsmann til að fylgjast með stjórnsýslu ríkisins og rannsaka einstök mál ýmist að eigin frumvkæði eða þegar kært er. Umboðsmaður gefur þinginu skýrslur um athuganir sínar.,Simple,,,Modern/Contemporary,Legislative/Parliamentary,1,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/34.png,8,"High Progressive, High law and order",High Liberty,,,,,3
114,,Legilsative/ Parliamentary Amendments,Eftirlit með dómsvaldi: Þingið,Þingið hefur það hlutverk að fylgjast með dómstólum og láta rannsaka hvort eir starfa í samræmi við stjórnarskrárbundið hlutverk sitt.,Simple,,,Modern/Contemporary,Legislative/Parliamentary,1,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/35.png,8,"High Progressive, High law and order",High Liberty,,,,,3
115,,Legilsative/ Parliamentary Amendments,Aldursskilyrði: Þingmenn,Til að geta boðið sig fram til þings þarf fólk að hafa ná vissum aldri – hærri en kosningaaldri svo tryggt sé að kjörnir fulltrúar búi yfir vissri lífsreynslu.,Simple,,,Early Modern,Legislative/Parliamentary,1,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/50.png,3,"High Tradition, High Science",High Liberty,,,,,2
-1000002,,,Dómsvald,<em>Það er til æðri dómstóll en dómstólar laganna og það er dómstóll samviskunar.</em><br>(Mahatma Gandhi),ModuleTypeCard,,,,Judicial,2, , ,,,,,,,
116,Judicial Authority,Judicial Core Articles,Dómsvald: Óháðir dómstólar,"Dómsvaldið hefur sömu stöðu og framkvæmdarvald og löggjafarvald og dómstólar fella úrskurði um einstök lög og löggjafarstarf, einnig fyrirmæli framkvæmdarvalds og metur gildi þeirra í ljósi heimilda í stjórnarskrá og annarra réttarfarshefða og geta fellt þau úr gildi ef svo ber undir.",Exclusive,"116,117",,Early Modern,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/51.png,20,"High Tradition,High law and order,High Collectivism","Low Independence
",Blocks Subordinate Judiciary,,,,10
117,Judicial Authority,Judicial Core Articles,Dómsvald: Dómstólar undir öðrum stofnunum,Dómstólarnir heyra undir framkvæmdarvaldið og/eða löggjafann og er hlutverk þeirra að framfylgja lögum og veita ráðgjöf.,Exclusive,"116,117",,Ancient,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/ancient/19.png,20,"High Authority,Medium Law/IOrder
",High Collectivism,Blocks Independent Judiciary,,,,8
118,Judicial Authority,Judicial Core Articles,Stjórnarskráreftirlit,Dómstólar geta lagt mat á hvort lög sem þingið setur standast stjórnarskrá.,Simple,,,Modern/Contemporary,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/36.png,10,,,,,,,
119,Judicial Assignment,Judicial Core Articles,Ráðning dómara: Skipaðir,"Dómarar eru skipaðir af ráðherra, þingi eða af sveitarstjórnum. Þannig er starf dómstóla lagað að pólitískri stöðu hverju sinni sem dregur úr hættu á togstreitu milli ólíkra greina ríkisvaldsins en eykur hættu á klíkuskap.",Exclusive,"119,120,121",,Early Modern,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/52.png,20,"High law and order,High Collectivism
",High Progressivism,Blocks Elected,,,,8
120,Judicial Assignment,Judicial Core Articles,Ráðning dómara: Kosnir,"Dómarar eru kosnir beinni kosningu, en það þýðir að þeir þurfa að taka mið af viðhorfum almennings og eru ótengdari öðrum greinum ríkisvaldsins fyrir vikið.",Exclusive,"119,120,121",,Modern/Contemporary,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/37.png,20,"High Liberty,High Progressivism

   ",High Tradition,Blocks Appointed,,,,8
121,Judicial Assignment,Judicial Core Articles,Ráðning dómara: Blandað kerfi,Skipun dómara byggir á kosningu til sumra embættanna en ráðningu til annarra. Þetta getur sett kosna dómara yfir hina í vissum skilningi til dæmis með því að þeir hafi eftirlit með ákvörðunum hinna skipuðu – eða því er öfugt farið. ,Exclusive,"119,120,121",,Modern/Contemporary,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/38.png,10,Medium law and order,,"Blocks Appointed, Elected",,,,10
122,Jurisdiction,Judicial Core Articles,Valdsvið dómstóla: Allt ríkið,Æðri dómstólar hafa lögsögu í öllu ríkinu og heyra undir ríkisstjórn. Staðbundnir dómstólar leru undirsettir ríkisdómstólum. Ákvörðunum í héraði má áfrýja til æðri dómstiga.,Exclusive,"122,123,124",,Early Modern,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/53.png,20,"High law and order,High Authority,Bonus for Population < 50M","High Liberty, High Progressivism,High Privacy",Blocks Regional,,,,5
123,Jurisdiction,Judicial Core Articles,Valdsvið dómstóla: Eftir svæðum/héruðum,Dómsvaldið er að öllu leyti heima í héraði en ríkisdómstólar fjalla um mál sem ekki er hægt að binda við einstök héruð eða svæði. ,Exclusive,"122,123,124",,Early Modern,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/54.png,20,"High Liberty,High Tradition,High Privacy","High Science, High Collectivism",Blocks Federalized,,,,5
124,Jurisdiction,Judicial Core Articles,Valdsvið dómstóla: Blandað,Dómskerfið er tvískipt verkaskipting á milli héraðs- og ríkisdómstóla en eftiliti dómstóla þannig háttað að hvorir hafa eftirlit með hinum um hvernig lög eru túlkuð og þeim framfylgt. ,Exclusive,"122,123,124",,Modern/Contemporary,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/39.png,10,"Medium law and order,Medium Privacy,Medium Liberty","High Liberty, High Tradition","Blocks Regional, Federalized",,,,8
125,Due Process,Judicial Core Amendments,Reglur um réttláta málsmeðferð,Grundvallarregla réttarfars frá því að miðöldum sem lýtur að því að sakborningar verði ekki dæmdir að sér fjarstöddum en hafi alltaf rétt til að skipuleggja vörn sína og svara vitnum sem bera vitni gegn þeim.,Simple,,,Ancient,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/ancient/20.png,5,"High law and order,High Tradition,Medium Liberty",High Collectivism,,,,,3
126,Head of Judiciary ,Judicial Core Amendments,Hæstiréttur,Æðsti dómstóll í stigskiptu dómskerfi hefur þá lokaorðið í dómsmálum og getur ógilt dóma annarra dómstóla og jafnvel lög sem þingið setur eða fyrirmæli löggjafa eða framkvæmdarvalds.,Simple,,,Early Modern,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/55.png,10,"High law and order,High Collectivism,Medium Progressivism",High Liberty,,,,,5
127,Civil Rights,Judicial Core Amendments,Jöfn staða gagnvart lögum,"Allir borgarar njóta jafnrar verndar laga og hafa sama rétt til réttlátrar málsmeðferðar, óháð félagslegri stöðu.",Simple,,,Modern/Contemporary,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/40.png,5,High Progressivism,High Tradition,,,,,5
128,Selection of Prosecutor,Judicial Core Amendments,Saksóknari kosinn af almenningi,Saksóknari ríkisins er æðsti embættismaðurinn sem fer með saksóknarvald. Hann er kosinn beinn kosningu af almenningi en ekki skipaður af ráðherra eða þingi. Þetta gerir kjósendum kleift að ráða nokkru um hvernig gengið er fram í málum og hvaða kröfur eru gerðar um refsingar. ,Simple,,,Futurist,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/10.png,10,"High Progressivism,Medium law and order,Medium Authority",High Tradition,,,,,3
129,Theocracy,Judicial Core Amendments,Trúarlegur grunnur dómskerfis,Dómskerfið byggir á trúarlegum texta eða kennisetningu sem felur í sér lagagrundvöll ríkjandi réttarfars sem ræður starfi dómstóla. Lög sem ekki byggja á þessum grunni geta ekki samræmst stjórnarskránni heldur.,Simple,,,Ancient,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/ancient/21.png,20,"High Tradition,High Collectivism","High Science,High Liberty,High Independence",Additional bonus for High Priest,,,,10
130,Powers,Judicial Core Amendments,Stjórn lögreglumála,Ríkislögregla er yfir allri löggæslu í landinu og hefur líka eftirlit með héraðslögreglu og sasóknaraembættum. Rikislögreglna er hins vegar sjálf undir dómsmálaráðuneyti eða hliðstæðu ráðuneyti.,Delegated,,"22,96",Modern/Contemporary,Judicial,2,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/41.png,10,"High law and order,High Collectivism", High Liberty,,,,,3
-1000003,,,Borgaraleg réttindi,<em>Það sem bætir hag fólksins eru hin æðstu lög</em><br>(Cicero),ModuleTypeCard,,,,Civil,3, ,,,,,,,,
131,Sufferage,Civil Core Articles,Kosningaréttur: Almennur,"Allir borgarar sem náð hafa tilskildum aldri (venjulega einhversstaðar á bilinu 17-21 árs) eiga rétt á að greiða atkvæði í kosningum óháð kynþætti, kyni, félagslegri eða efnahagslegri stöðu.",Exclusive,"131,132,133",,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/42.png,10,"High Progressivism,High Liberty,High Collectivism","High Tradition,High Collectivism","Blocks Land Owners Only, Men Only",,,,10
132,Sufferage,Civil Core Articles,Kosningaréttur: Landeigendur,Kjósendur eru fyrst og fremst þeir sem eiga eignir þar sem þeir standa undir samfélaginu og greiða eigna skatta. Þetta bindur kosningarétt við eina stétt manna sem þá getur gætt þess að ríkjandi ástand haldist óbreytt.,Exclusive,"131,132,133",,Ancient,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/ancient/22.png,20,"High Tradition,High Collectivism","High Progressivism,High Liberty,Low law and order",Blocks Universal,,,,6
133,Sufferage,Civil Core Articles,Kosningaréttur: Heimilisfeður,Aðeins karlmenn kjósa og markmið kerfisins er að viðhalda feðraveldi.,Exclusive,"131,132,133",,Ancient,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/ancient/23.png,20,"High Tradition,Low Science","High Science,High Liberty
",Blocks Universal,,,,6
134,Citizenship/Immigration,Civil Core Articles,Borgararéttindi: Fæðingarréttur,Ríkisborgararéttur er fæðingarréttur og þeir sem fæddir eru í landinu eigi óskoraðan rétt á að öðlast ríkisborgararétt.,Exclusive,"134,135,136,137",,Ancient,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/ancient/24.png,10,"High Tradition,High Liberty","High Border Density,High Neighbor Hostility","Blocks Generational/Ethnic Group Only, Rigorous Application Only",,,,8
135,Citizenship/Immigration,Civil Core Articles,Borgararéttindi: Bundin þjóðerni,Ríkisborgararéttur er bundinn við eina þjóð eða þjóðarbrot. Þetta gerir að verkum að innflytjendur öðlast ekkert tilkall til ríkisborgararéttar og ekki afkomendur þeirra heldur.,Exclusive,"134,135,136,137",,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/43.png,20,"High law and order,High Tradition,High Border Density","High Science,High Progressivism","Blocks Automatic By Birth, Rigorous Application Only",,,,5
136,Citizenship/Immigration,Civil Core Articles,"Borgararéttindi: Umsókn, stíf skilyrði","Ríkisborgarraréttur er veittur á grundvelli einhverskonar hæfnismats sem getur verið allt frá kunnáttu í tungumál landsins, til sérhæfðari kunnáttu sem talin er nýtast samfélaginu.",Exclusive,"134,135,136,137",,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/11.png,20,"High Science,High Border Density,Bonus for Population < 10M",High Liberty,"Blocks Generational/Ethnic Group Only, Automatic By Birth",,,,5
137,Citizenship/Immigration,Civil Core Articles,Borgararéttindi: Blandað kerfi,"Ríkisborgararétt má fá með ýmsu móti. Fæðingarréttur, lengd búsetu eða hæfnismat geta verið grundvöllur ríkisborgarraréttinda. Slíkt kerfi felur í sér að samfélagið fagnar fjölgun og er opið fyrir nýju fólki.",Exclusive,"134,135,136,137",,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/44.png,10,"High Science,Medium Border Density,Medium law and order,Medium Progressivism","High Border Density,High Neighbor Hostility","Blocks Generational/Ethnic Group Only, Rigorous Application Only",,,,10
138,Balance of Federal/ National Regional Power,Civil Core Articles,Valdajafnvægi: Valdstjórn í sambandsríki,Miðstýrt ríkisvald felur í sér stjórn ríkisins sem fer með öll mál sem upp koma á milli ríkisvaldsins og borgaranna .,Exclusive,"138,139,140",,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/43.png,20,"High Authority,High law and order,Medium Science,High Independence","High Liberty,High Progressivism",,,,,5
139,Balance of Federal/ National Regional Power,Civil Core Articles,Valdajafnvægi: Alríkisvald í bland við svæðisbundið yfirvald,Völdum er skipt á milli ríkisstjórnar annarsvegar og héraðsstjórna hins vegar. Þetta gerir til dæmis mögulegt að hafa ákveðinn mismun á lögum og framfylgd þeirra milli héraða þótt mál sem varða mannréttindi og borgararéttindi séu í höndum ríkisvaldsins.,Exclusive,"138,139,140",,Early Modern,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/56.png,10,"Medium Authority,Medium law and order,High Science,Medium Independence,Bonus for Size > 1M sq Km","High Authority
",,,,,6
140,Balance of Federal/ National Regional Power,Civil Core Articles,Valdajafnvægi: Sjálfstjórn svæða/héraða,Miðstýrt ríksivald er takmarkað en völdin að mestu í höndum svæðisbundinna yfirvalda. Héruðu eru mjög sjálfstæð og lúta að miklu leyti eigin lögum og rétti en í höndum ríkisins eru utanríkis- og varnarmál.,Exclusive,"138,139,140",,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/12.png,20,"Low Authority,Low Collectivism,Low Independence,High Liberty,Bonus for Size > 1M sq Km","High Collectivism,High Independence",,,,,5
141,Civil Rights,Civil Amendments,Stjórnarskrárbundin réttindi: Lágrétt,Stjórnarskrárákvæði varða ekki einungis aðgerðir og valdheimildir opinberra aðila en eiga líka við í samskiptum einstaklinga og hópa.,Simple,,,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/13.png,10,"High Collectivism,High Progressivism",High Liberty,,,,,3
142,Due Process,Civil Amendments,"Málsmeðferðarreglur, reglur um húsleit og brottnám, líklegar orsakir",Einstaklingar njóta friðhelgi og ekki má leita á þeim eða heimilum þeirra án heimildar sem veittur er á þeim forsendum að tilefni sé til grun um refsivert athæfi. Þetta ákvæði verndar borgarana fyrir ofsóknum af hálfu lögreglu.,Simple,,,Early Modern,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/57.png,5,"High Privacy,High Liberty,High Progressivism","High Authority,High law and order",,,,,5
143,Civil Rights,Civil Amendments,Réttur til jafnrar meðferðar að lögum,"Allir borgarar eru jafnir fyrir lögunum og því er mismunun á grundvelli félagslegrar stöðu, kyns, kynferðis, kynhneigðar eða kynþáttar óheimil hvort sem er af hálfu opinberra aðila eða annarra.",Simple,,,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/44.png,5,"High Collectivism,High Progressivism,High Liberty","Low law and order
",,,,,5
144,Civil Rights,Civil Amendments,Réttur til öryggis,"Ríkinu ber skylda til að vernda borgarana fyrir árásum, óreiðuástandi og líkamsmeiðingum. Þetta ákvæði gerir her og lögreglu nauðsynleg en styður líka við réttarríkið og rétt fólks til friðsamlegs umhverfis.",Simple,,,Early Modern,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/58.png,5,"High law and order,High Collectivism,High Independence",High Tradition,,,,,5
145,Civil Rights,Civil Amendments,Réttur til að bera vopn,Borgararnir hafa rétt il að tryggja öryggi sitt eins og þeir telja sig þurfa og mega grípa til ítrustu aðgerða. Enginn má skerða réttindi þeirra til vopnaburðar á grundvelli félagslegra vangaveltna.,Simple,,,Early Modern,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/59.png,10,"High Tradition,Medium law and order,Low Progressivism","High Authority,High Collectivism",,,,,3
146,Civil Rights,Civil Amendments,Réttur til einkalífs,"Borgararnir geta gert ráð fyrir því að upplýsingar um einkamál þeirra og sömuleiðis það sem varðar störf, samskipti við aðra þar á meðal hið opinbera verði ekki birt nema með samþykki þeirra.",Simple,,,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/45.png,10,"High Privacy,High Liberty,High Progressivism","High Authority,High Independence",,,,,5
147,Civil Rights,Civil Amendments,Tjáningarfrelsi,"Allilr borgarar hafa rétt til að láta í ljós viðhörf sín, röksemdir og tilfinningar að öllu leyti og óskorað nema með því sé gengið á rétt annarra til þess sama eða önnur stjórnarskrárvarin réttindi.",Simple,,,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/46.png,5,"High Progressivism,High Liberty,High Collectivism",High Privacy,,,,,3
148,Civil Rights,Civil Amendments,Félaga- og samkomufrelsi,Engar hömlur má setja á rétt fólks til að mynda félög og safnast saman.,Simple,,,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/47.png,5,"High Progressivism, HIgh Liberty","High law and order, High Collectivism",,,,,3
149,Civil Rights,Civil Amendments,Trúfrelsi,Allir borgarar hafa rétt til að stunda þá trú sem þeir kjósa eða sniðganga öll trúarbrögð.,Simple,,,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/48.png,5,"Low Science, High Liberty, High Progressivism","High Tradition,  High Collectivism",,,,,3
150,Civil Rights,Civil Amendments,Eignarréttur,Réttur borgaranna til einkaeignar er óskoraður og takmarkast ekki af öðru en efnahagslegum þáttum svo sem skuldastöðu eða gjaldþroti.,Simple,,,Early Modern,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/25.png,5,"High Liberty, High law and order",High Collectivism,,,,,5
151,Civil Rights,Civil Amendments,Réttur til lífs,Allir borgarar eiga rétt á því að ákveða sjálfir hvort þeir vilja lifa eða deyja og að óskir þeirra um það séu virtar. Aðrir geta tekið slíkar ákvarðanir fyrir fólk eingöngu ef til staðar er löglegt umboð.,Simple,,,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/14.png,5,"High Liberty, High Progressivism","High Tradition
",,,,,2
152,Civil Rights,Civil Amendments,Réttur til hjúskapar,"Allir borgarar eiga rétt á að velja maka sinn sjálfir, sömuleiðis hafa allir rétt til að ganga ekki í hjónaband.",Simple,,,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/15.png,5,"High Liberty, High Progressivism","High Tradition, Low Science, Low Progressivisim",,,,,3
153,Civil Rights,Civil Amendments,Réttindi barna,"Börn eru ekki fullgildir þátttakendur í ákvörðunum samélagsins en þetta ákævði tryggir að réttindum þeirra sé sinnt og þau njóti allra þeirra gæða sem samfélagið getur veitt: menntunar, réttlátrar málmeðferðar, líkamlegs öryggis og heilbrigðisþjónustu við hæfi.",Simple,,,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/49.png,10,"High Collectivism,High law and order,High Progressivism",Medium Tradition,,,,,5
154,Civil Rights,Civil Amendments,Góð meðferð dýra / vernd tegunda í hættu,"Hvort sem litið er á dýr sem auðlind eða sem meðborgara án sjálfstæðrar tjáningar, þá tryggir þetta ákvæði að meðferð dýra sé í samræmi við það sem er best fyrir þau, innan þeirra marka sem hefðbundnar nýtingarheimildir leyfa.",Simple,,,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/16.png,20,"High Collectivism,High Progressivism","High Science,High Privacy",,,,,3
155,Civil Rights,Civil Amendments,Aðgangur almennings að þingfundum,Ákvæðið tryggir rétt almennings til að fylgjast með umræðum á þingi. Þetta getur líka átt við um umræður í þingnefndum.,Simple,,,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/50.png,5,"High Progressivism,High Liberty,High Collectivism",High Tradition,,,,,3
156,Civil Rights,Civil Amendments,Þinglausn: Almenningur,"Þegar athafnaleysi þings veldur óængju almennings – eða öfugt, gengið er of langt – er mögulegt að leysa þingið frá störfum. Þetta er gert með því að afla nægs almenns stuðnings við kröfu um að rjúfa þing. Sé því markmiði náð skal boða til nýrra kosninga.",Simple,,,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/17.png,20,"High Progressivism, High Collectivism, ","High Tradition, High law and order",,,,,3
157,Due Process,Civil Amendments,Réttur til að fá lögmann,"Allir borgarar hafa rétt á lögmanni við meðferð mála þeirra í réttarkerfinu, óháð efnahag þeirra.",Simple,,,Early Modern,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/16.png,5,"High Liberty,High Tradition,High law and order","Low law and order
",,,,,5
158,Due Process,Civil Amendments,Bann við afturvirkum refsingum og tvöföldum refsingum,Enginn einstaklingur getur svarað til saka fyrir glæpi forfeðra. Aldrei er heimilt að dæma manneskju tvisvar fyrir sama glæp,Simple,,,Early Modern,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/3.png,5,"High Liberty,High Tradition,High law and order",High Authority,,,,,3
159,Due Process,Civil Amendments,Bann við grimmdarlegum og óvanalegum refsingum,"Aldrei er heimilt að beita pyntingum, niðurlægja fólk eða veita því ómanneskjulega meðferð af hálfu yfirvalda. Þetta gildir einnig um nauðungarvinnu í refsivist.",Simple,,,Early Modern,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/earlyModern/13.png,10,"High Progressivism, High Liberty","Low Liberty, High law and order, High Tradition",,,,,3
160,Civil Rights,Civil Amendments,Réttur til bóta,"Borgararnir hafa rétt til að leita til dómstóla vegna allrar rangsleitni sem þeir hafa orðið fyrir eða verið valdir að í því skyni að fá afleðiingar glæps viðurkenndar, í viðleitni til að bæta tjón sem glæpurinn hefur valdið og í því skyni að koma hlutum í það horf sem þeir voru í áður en glæpurinn var framinn að svo miklu leyti sem það er hægt.",Simple,,,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/18.png,20,"High Progressivism,High Liberty",High Privacy,,,,,3
161,Civil Rights,Civil Amendments,Réttur til lífsloka,"Allir borgarar, sem náð hafa háum aldri eða eiga við ólæknandi heilsufarsvanda að stríða sem gerir þeim ókleift að lifa mannsæmandi lífi, hafa rétt til að leita leiða í samráði við heilbrigðisstofnanir til að enda líf sitt með virðingarverðum hætti.",Simple,,,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/51.png,5,"High Collectivism,High Progressivism,High Science,High Privacy","High Tradition,Low Liberty",,,,,2
162,Civil Rights,Civil Amendments,Réttur til að njóta sanngjarnar hlutdeildar í arði náttúruauðlinda,Veitir borgurunum rétt til að eiga hlutdeild í auðæfum – hagnaði eða arði sem hlýst af margvíslegum auðlindum. Byggir á einhverju kerfi sem úthlutar þessum gæðum með reglulegum hætti.,Simple,,,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/19.png,20,"High Progressivism,High Collectivism,High Natural Resource Wealth,","High Authority
",,,,,5
163,Civil Rights,Civil Amendments,Réttur til menntunar,Veitir borgurunum rétt til að njóta menntunar í samræmi við það sem samfélagið getur veitt. Menntun er ekki takmörkuð vegna efnahagslegrar eða félaglegrar stöðu. ,Simple,,,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/52.png,10,"High Progressivism, High Science",High Liberty,,,,,3
164,Civil Rights,Civil Amendments,Réttur til fæðu og húsnæðis,Veitir borgurunum rétt til grundavallargæða sem eru nauðsynleg til að geta lifað mannsæmandi lífi. Fæði og húsaskjól má telja til slíkra þarfa og um leið að samfélög nútímans sú undantekningalaust fær um að tryggja þau.,Simple,,,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/21.png,20,"High Collectivism, High Progressivism ","Population > 5M, Low Progressivism, Low Collectivism",,,,,2
165,Civil Rights,Civil Amendments,Réttur til vinnu,"Rétt til vinnu má skilja sem rétt til að velja atvinnu sína, rétt til að hafa vinnu eða rétt til sanngjarnra og manneskjulegra aðstæðna í vinnu. Með því að velja þennan kost ertu að segja að einhver slík réttindi eigi að vera í stjórnarskrá án þess að gera upp á milli með skýrum hætti enn.",Simple,,,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/22.png,20,"High Collectivism, High Progressivism","Population > 5M, Low Progressivism, Low Collectivism",,,,,2
166,Civil Rights,Civil Amendments,Réttur til heilsugæslu,Veitir borgurunum rétt til að njóta heilsugæslu í samrmæi við grunnþarfir. Ríkinu ber þá skylda til að tryggja að fullnægjandi heilbrigðisþjónusta sé í boði og að engir séu útilokaðir frá að nýta sér hana.,Simple,,,Modern/Contemporary,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/modern/53.png,20,"High Collectivism, High Progressivism","Population > 5M, Low Progressivism, Low Collectivism",,,,,2
167,Civil Rights,Civil Amendments,Réttur til heilnæms umhverfis,Hver einstaklingur á rétt á heilnæmu og hreinu umhverfi að svo miklu leyti sem tæknilegar forsendur leyfa.,Simple,,,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/23.png,20,"High Science, High Collectivism, High Progressivism","High Liberty, Low Collectivisim, Population < 5M",,,,,2
168,Civil Rights,Civil Amendments,Hópréttindi,Hópar sem hafa menningarlega eða félagslega sérstöðu geta þarfnast réttinda sem ekki eru almenn. Þetta getur varðað venjur sem tengjast til dæmis hjúskap eða fjölskyldumálum. Grundvallaratriði er þó að slíka réttindi geta ekki verið yfirsterkari einstaklingsréttindum.,Simple,,,Futurist,Civil,3,https://open-active-policy-public.s3-eu-west-1.amazonaws.com/newModules/future/24.png,5,"High Progressive, High Collectivism","High Tradition, High Liberty",,,,,3
